0	0
0	17
0	26
0	45
0	80
0	96
0	97
0	129
0	176
0	192
0	265
0	266
0	310
0	365
0	514
0	521
0	642
0	752
0	755
0	768
0	792
0	857
0	899
0	929
0	967
0	1024
0	1040
0	1078
0	1090
0	1097
0	1120
0	1132
0	1138
0	1189
0	1321
0	1560
0	1604
0	1667
0	1860
0	2045
0	2048
0	2050
0	2097
0	2178
0	2204
0	2252
0	2272
0	2283
0	2440
0	2527
0	2638
0	2820
0	2865
0	2914
0	3140
0	3172
0	3204
0	3206
0	3328
0	3396
0	3470
0	3712
0	3781
1	89
1	139
1	284
1	334
1	401
1	642
1	792
1	1026
1	1066
1	1138
1	1200
1	2054
1	2112
1	2128
1	2320
1	2697
1	2724
1	2960
1	3166
1	3318
1	3684
2	48
2	149
2	160
2	161
2	265
2	668
2	1032
2	1159
2	1296
2	1883
2	1964
2	2062
2	2395
2	2471
2	2566
2	2741
2	2801
2	2920
2	3356
2	3597
3	336
3	568
3	960
3	1078
3	1080
3	1508
3	2096
3	2320
3	2688
3	2826
3	3592
4	0
4	73
4	169
4	208
4	322
4	336
4	650
4	664
4	1045
4	1088
4	1424
4	1497
4	1696
4	1793
4	2032
4	2115
4	2195
4	2196
4	2441
4	2514
4	2856
4	2867
4	2880
4	3107
4	3238
4	3883
5	2
5	8
5	73
5	206
5	468
5	848
5	1110
5	3336
5	3904
6	0
6	97
6	448
6	473
6	1056
6	1156
6	1331
6	1541
6	2144
6	2592
6	3144
7	564
7	1040
7	2592
8	12
8	16
8	145
8	230
8	275
8	450
8	560
8	576
8	579
8	776
8	1154
8	1216
8	1280
8	1341
8	1368
8	1395
8	1808
8	1829
8	2055
8	2116
8	2155
8	2320
8	2710
8	2721
8	2933
8	3297
8	3333
8	3397
8	3410
8	3888
9	32
9	160
9	194
9	386
9	576
9	834
9	1092
9	1172
9	1346
9	1794
9	2212
9	2244
10	76
10	87
10	128
10	500
10	648
10	2580
10	3315
11	0
11	272
11	513
12	98
12	448
12	1028
12	1152
12	1826
12	2560
12	2576
12	2867
12	3409
12	3651
13	928
13	2210
13	2496
14	326
14	514
14	532
14	1313
14	1792
14	2578
15	112
16	20
16	51
16	64
16	225
16	290
16	612
16	672
16	812
16	1158
16	1412
16	1569
16	1698
16	1922
16	2146
16	2156
16	2201
16	2218
16	2304
16	2637
16	3076
16	3077
16	3489
16	3492
16	3588
16	3648
16	3910
17	0
17	64
17	146
17	204
17	514
17	552
17	774
17	1421
17	1760
17	2248
17	3136
18	0
18	4
18	8
18	27
18	96
18	320
18	452
18	825
18	2221
18	3776
19	544
19	705
19	897
19	1304
19	2120
19	2960
19	3072
20	2
20	40
20	137
20	202
20	648
20	1224
20	1411
20	1568
20	2083
20	2098
20	2339
20	2594
21	66
21	1032
21	2402
22	33
22	64
22	1035
22	2072
22	3809
23	2048
24	3
24	36
24	418
24	485
24	612
24	705
24	770
24	1636
24	2817
25	100
25	1026
25	1824
25	2370
25	3463
26	0
26	4
26	257
26	1856
26	2912
26	3072
27	76
27	2164
27	3124
28	321
28	1057
28	1315
28	2690
28	2955
29	1123
30	1610
32	24
32	257
32	323
32	474
32	528
32	567
32	579
32	640
32	851
32	944
32	1034
32	1046
32	1282
32	1352
32	1661
32	1779
32	2064
32	2068
32	2129
32	2144
32	2312
32	2632
32	2769
32	3140
32	3208
32	3284
32	3526
33	4
33	32
33	83
33	133
33	517
33	524
33	1090
33	2048
33	2200
33	2576
33	2624
33	2861
34	26
34	28
34	97
34	531
34	733
34	1868
34	2053
34	3049
34	3393
35	260
35	304
35	498
35	1793
35	2096
35	2704
35	2752
35	3484
36	67
36	241
36	258
36	1074
36	1092
36	1118
36	1476
36	1580
36	1674
36	2048
36	2056
36	2113
36	2317
36	2887
36	2891
36	3761
37	537
37	792
37	1218
37	1794
37	3072
38	581
38	2315
38	3784
38	3904
39	1161
40	66
40	673
40	963
40	1452
40	2561
40	2641
40	2950
40	3233
40	3415
41	512
41	771
41	1992
41	2048
42	12
42	64
42	513
42	785
42	2129
43	448
43	2196
44	21
44	1024
44	2049
44	2242
44	2482
45	576
46	3305
47	288
47	3584
48	1588
48	1914
48	2085
48	2184
49	0
49	198
49	1296
49	2380
49	2496
50	2309
50	2948
50	3592
51	3604
52	72
52	407
53	32
53	2690
54	1024
54	1345
55	1312
56	4
56	839
56	1479
56	1921
56	2119
56	3106
57	1536
58	689
58	1096
58	1224
59	1281
60	865
61	64
62	966
63	2048
64	155
64	164
64	257
64	259
64	268
64	290
64	358
64	396
64	452
64	538
64	580
64	642
64	681
64	797
64	802
64	1041
64	1057
64	1083
64	1088
64	1100
64	1120
64	1201
64	1685
64	1701
64	2068
64	2091
64	2180
64	2181
64	2188
64	2226
64	2256
64	2320
64	2718
64	2864
64	3228
64	3360
64	3372
64	3393
64	3642
65	42
65	53
65	76
65	268
65	296
65	434
65	534
65	655
65	1038
65	1816
65	1930
65	2204
65	2510
65	3152
66	0
66	680
66	1041
66	1054
66	2049
66	2105
66	2304
67	93
67	136
67	260
67	677
67	796
67	1669
68	542
68	906
68	1284
68	1793
68	2441
68	2603
69	16
69	128
69	279
69	2064
70	557
70	2232
71	2825
72	34
72	35
72	36
72	592
72	1054
72	1094
72	1955
72	2226
72	3113
73	4
73	52
73	130
73	962
73	976
73	2097
73	2176
74	516
74	2037
74	2100
74	2436
75	2100
76	1138
76	1431
76	1457
76	1666
76	2116
77	610
77	850
77	1682
77	2854
77	2997
78	1664
80	6
80	553
80	1032
80	1220
80	1680
80	1740
80	1924
80	2182
80	2312
81	106
81	130
81	544
81	1078
81	2190
81	2890
81	3202
81	3776
81	3840
82	65
83	1672
84	1025
84	1808
84	2308
84	2613
84	3399
85	2064
85	2816
87	2048
88	4
88	38
88	1056
88	1287
88	1440
88	2308
88	3203
89	2048
90	385
90	544
91	164
92	2048
92	2311
92	2560
92	2562
95	2074
96	775
96	968
96	1356
96	3138
97	264
97	320
97	848
97	1282
97	1408
97	1664
97	3600
97	3850
98	0
98	398
98	1028
98	3346
99	3152
100	216
100	256
100	537
100	1025
100	1285
100	2067
101	2568
102	2584
102	2592
102	3096
102	3850
103	3848
104	595
104	698
105	739
105	1174
105	2198
106	1889
107	260
108	1554
108	2560
108	2563
109	18
110	576
110	3457
112	0
112	5
112	230
112	398
112	1024
112	2100
113	2310
116	2075
116	2696
116	3592
117	1344
119	128
122	1280
122	1548
124	3
124	1832
128	8
128	256
128	280
128	395
128	512
128	535
128	770
128	871
128	1034
128	1152
128	1306
128	2066
128	2084
128	2121
128	2316
128	2389
128	2561
128	2913
128	3212
128	3371
128	3380
128	3586
128	3680
129	88
129	777
129	792
129	1124
129	1286
129	1579
129	2059
129	2134
129	3074
129	3089
129	3644
130	72
130	112
130	256
130	472
130	513
130	836
130	876
130	1381
130	1958
131	1024
131	1184
131	1370
131	1409
131	1856
131	2712
132	1
132	40
132	48
132	147
132	258
132	667
132	2056
132	2592
132	3082
133	302
133	771
133	1548
133	2252
133	2562
134	700
134	1545
134	2441
135	33
136	213
136	621
136	1028
136	1205
136	1332
136	1856
136	2082
136	3840
137	256
137	587
137	2054
137	2176
137	3092
138	432
138	1025
138	2125
139	308
139	1028
140	0
140	48
140	401
140	1137
141	3840
142	81
142	1281
142	2145
143	584
143	832
144	122
144	555
144	1026
144	1794
145	33
145	528
145	576
145	1572
146	44
146	1345
146	1835
146	3113
147	2146
148	72
148	3272
149	1032
149	2930
150	1044
152	64
152	114
153	1474
153	1632
153	2049
153	2312
154	777
155	2084
156	352
156	513
156	1092
157	384
160	0
160	4
160	98
160	536
160	584
160	593
160	841
160	1160
160	2059
160	2060
160	2064
160	2821
161	110
161	1808
161	2310
161	2608
162	256
162	533
162	560
162	2048
162	2088
164	289
164	1088
164	2118
164	2649
165	72
168	323
168	1048
170	1365
171	2099
173	544
173	1552
174	176
176	612
176	903
176	944
176	2304
176	3844
177	256
180	11
180	385
180	1061
180	1344
180	2368
182	1152
184	0
184	256
188	3105
189	200
191	2572
192	34
192	42
192	282
192	809
192	1140
192	1289
192	1296
192	2054
192	2081
192	2088
192	3510
193	384
193	1056
193	1628
194	136
194	304
194	1306
194	2308
194	3762
195	34
195	268
195	2576
196	6
196	9
196	273
196	676
196	2066
198	8
198	53
198	256
198	261
198	2576
199	2064
199	3078
200	20
200	272
200	513
200	593
200	821
200	1540
201	0
201	1064
202	180
202	1409
202	2314
203	820
204	19
204	26
204	274
204	1200
205	32
205	1954
206	112
206	769
206	3097
208	97
208	1123
208	1828
209	1026
209	2374
212	3337
214	576
216	2657
217	57
218	48
224	3077
225	1292
225	1792
226	3117
227	1040
228	8
228	2712
230	280
231	1032
231	1664
232	144
232	258
232	2177
232	2189
233	3200
241	2314
242	2435
243	2085
244	51
244	512
252	2824
256	16
256	48
256	264
256	526
256	603
256	607
256	1011
256	1030
256	1102
256	1154
256	1190
256	1271
256	1555
256	2057
256	2074
256	2120
256	2132
256	2180
256	3080
256	3089
256	3136
